NseSymbol,Symbol,InstrumentToken,ExchangeToken,Name,InstrumentType,Segment,Exchange
PRAKASH,PRAKASH,693249,2708,PRAKASH INDUSTRIES,EQ,NSE,NSE
PRAKASHSTL,PRAKASHSTL,5017345,19599,PRAKASH STEELAGE,EQ,NSE,NSE
PRAXIS,PRAXIS-BE,311297,1216,PRAXIS HOME RETAIL,EQ,NSE,NSE
PRECAM,PRECAM,3226369,12603,PRECISION CAMSHAFTS.,EQ,NSE,NSE
PRECOT,PRECOT,694017,2711,PRECOT,EQ,NSE,NSE
PRECWIRE,PRECWIRE,695553,2717,PRECISION WIRES INDIA,EQ,NSE,NSE
PREMEXPLN,PREMEXPLN,4453633,17397,PREMIER EXPLOSIVES,EQ,NSE,NSE
PREMIER,PREMIER,696321,2720,PREMIER,EQ,NSE,NSE
PREMIERPOL,PREMIERPOL,1000449,3908,PREMIER POLYFILM,EQ,NSE,NSE
PRESSMN,PRESSMN,2987777,11671,PRESSMAN ADVERTISING,EQ,NSE,NSE
PRESTIGE,PRESTIGE,5197313,20302,PRESTIGE ESTATE,EQ,NSE,NSE
PRICOLLTD,PRICOLLTD,5025537,19631,PRICOL,EQ,NSE,NSE
PRIMESECU,PRIMESECU,3037185,11864,PRIME SECURITIES,EQ,NSE,NSE
PRINCEPIPE,PRINCEPIPE,4107521,16045,PRINCE PIPES FITTINGS,EQ,NSE,NSE
PRITIKAUTO,PRITIKAUTO,1354753,5292,PRITIKA AUTO INDUS,EQ,NSE,NSE
PRIVISCL,PRIVISCL,2259201,8825,PRIVI SPECIALITY CHE,EQ,NSE,NSE
PROINDIA,PROINDIA-BE,909569,3553,PROSEED INDIA,EQ,NSE,NSE
PROZONINTU,PROZONINTU,7387905,28859,PROZONE INTU PROPRTIS,EQ,NSE,NSE
PRSMJOHNSN,PRSMJOHNSN,701185,2739,PRISM JOHNSON,EQ,NSE,NSE
PSB,PSB,5376257,21001,PUNJAB & SIND BANK,EQ,NSE,NSE
PSPPROJECT,PSPPROJECT,5344513,20877,PSP PROJECTS,EQ,NSE,NSE
PTC,PTC,2906881,11355,PTC INDIA,EQ,NSE,NSE
PTL,PTL,3609857,14101,PTL ENTERPRISES,EQ,NSE,NSE
PUNJABCHEM,PUNJABCHEM,1112065,4344,PUNJAB CHEM & CROP PROT L,EQ,NSE,NSE
PUNJLLOYD,PUNJLLOYD-BZ,3429377,13396,,EQ,NSE,NSE
PURVA,PURVA,3820033,14922,PURAVANKARA,EQ,NSE,NSE
PVP,PVP,1026561,4010,PVP VENTURES,EQ,NSE,NSE
PVR,PVR,3365633,13147,PVR,EQ,NSE,NSE
QUESS,QUESS,4532225,17704,QUESS CORP,EQ,NSE,NSE
QUICKHEAL,QUICKHEAL,3357697,13116,QUICK HEAL TECH,EQ,NSE,NSE
RADAAN,RADAAN,2798593,10932,RADAAN MEDIAWORKS (I),EQ,NSE,NSE
RADICO,RADICO,2813441,10990,RADICO KHAITAN,EQ,NSE,NSE
RADIOCITY,RADIOCITY,5088513,19877,MUSIC BROADCAST,EQ,NSE,NSE
RAILTEL,RAILTEL,622337,2431,RAILTEL CORP OF IND,EQ,NSE,NSE
RAIN,RAIN,3926273,15337,RAIN INDUSTRIES,EQ,NSE,NSE
RAJESHEXPO,RAJESHEXPO,1894657,7401,RAJESH EXPORTS,EQ,NSE,NSE
RAJMET,RAJMET,555009,2168,RAJNANDINI METAL,EQ,NSE,NSE
RAJRATAN,RAJRATAN-BE,4854785,18964,RAJRATAN GLOBAL WIRE,EQ,NSE,NSE
RAJSREESUG,RAJSREESUG,719105,2809,RAJSHREE SUGAR & CHEMICAL,EQ,NSE,NSE
RAJTV,RAJTV,3687169,14403,RAJ TV NETWORK,EQ,NSE,NSE
RALLIS,RALLIS,720897,2816,RALLIS INDIA,EQ,NSE,NSE
RAMANEWS,RAMANEWS,3472641,13565,SHREE RAMA NEWSPRINT,EQ,NSE,NSE
RAMASTEEL,RAMASTEEL,2636801,10300,RAMA STEEL TUBES,EQ,NSE,NSE
RAMCOCEM,RAMCOCEM,523009,2043,THE RAMCO CEMENTS,EQ,NSE,NSE
RAMCOIND,RAMCOIND,1174273,4587,RAMCO INDUSTRIES,EQ,NSE,NSE
RAMCOSYS,RAMCOSYS,2009857,7851,RAMCO SYSTEMS.,EQ,NSE,NSE
RAMKY,RAMKY,5154305,20134,RAMKY INFRA,EQ,NSE,NSE
RANASUG,RANASUG,726273,2837,RANA SUGARS.,EQ,NSE,NSE
RANEENGINE,RANEENGINE,4288257,16751,RANE ENG VALVE,EQ,NSE,NSE
RANEHOLDIN,RANEHOLDIN,728065,2844,RANE HOLDINGS,EQ,NSE,NSE
RATNAMANI,RATNAMANI,3443457,13451,RATNAMANI MET & TUB.,EQ,NSE,NSE
RAYMOND,RAYMOND,731905,2859,RAYMOND,EQ,NSE,NSE
RBL,RBL,4286721,16745,RANE BRAKE LINING,EQ,NSE,NSE
RBLBANK,RBLBANK,4708097,18391,RBL BANK,EQ,NSE,NSE
RCF,RCF,733697,2866,RASHTRIYA CHEMICALS & FER,EQ,NSE,NSE
RCOM,RCOM,3375873,13187,RELIANCE COMMUNICATIONS L,EQ,NSE,NSE
RECLTD,RECLTD,3930881,15355,REC,EQ,NSE,NSE
REDINGTON,REDINGTON,3649281,14255,REDINGTON (INDIA).,EQ,NSE,NSE
REFEX,REFEX,4547585,17764,REFEX INDUSTRIES,EQ,NSE,NSE
RELAXO,RELAXO,6201601,24225,RELAXO FOOT.,EQ,NSE,NSE
RELCAPITAL,RELCAPITAL-BE,1201153,4692,REL CAPITAL - DEPO. SETT.,EQ,NSE,NSE
RELIANCE,RELIANCE,738561,2885,RELIANCE INDUSTRIES,EQ,NSE,NSE
RELIGARE,RELIGARE,3857409,15068,RELIGARE ENTER..,EQ,NSE,NSE
RELINFRA,RELINFRA-BE,1226497,4791,RELIANCE INFRASTRUCTU,EQ,NSE,NSE
REMSONSIND,REMSONSIND,1015041,3965,REMSONS INDUSTRIES,EQ,NSE,NSE
RENUKA,RENUKA,3078657,12026,SHREE RENUKA SUGARS,EQ,NSE,NSE
REPCOHOME,REPCOHOME,7577089,29598,REPCO HOME FINANCE,EQ,NSE,NSE
REPL,REPL,378881,1480,RUDRABHISHEK ENTERP,EQ,NSE,NSE
REPRO,REPRO,3360257,13126,REPRO INDIA,EQ,NSE,NSE
RESPONIND,RESPONIND,5202689,20323,RESPONSIVE INDUSTRIES,EQ,NSE,NSE
REVATHI,REVATHI,3062017,11961,REVATHI EQUIPMENT,EQ,NSE,NSE
RGL,RGL,3873025,15129,RENAISSANCE GLOBAL,EQ,NSE,NSE
RHFL,RHFL,5563649,21733,RELIANCE HOME FINANCE,EQ,NSE,NSE
RHIM,RHIM,7977729,31163,RHI MAGNESITA INDIA,EQ,NSE,NSE
RICOAUTO,RICOAUTO,744705,2909,RICO AUTO INDUSTRIES,EQ,NSE,NSE
RIIL,RIIL,745473,2912,RELIANCE INDUSTRIAL INFRA,EQ,NSE,NSE
RITES,RITES,962817,3761,RITES,EQ,NSE,NSE
RKDL,RKDL,5363201,20950,RAVI KUMAR DIST..,EQ,NSE,NSE
RKEC,RKEC,396033,1547,RKEC PROJECTS,EQ,NSE,NSE
RKFORGE,RKFORGE,2921217,11411,RAMKRISHNA FORGINGS,EQ,NSE,NSE
RMCL,RMCL-BZ,1233921,4820,,EQ,NSE,NSE
RML,RML,3065601,11975,RANE (MADRAS),EQ,NSE,NSE
RNAVAL,RNAVAL-BZ,508417,1986,,EQ,NSE,NSE
ROHITFERRO,ROHITFERRO-BE,3427841,13390,ROHIT FERRO-TECH,EQ,NSE,NSE
ROHLTD,ROHLTD-BE,3375361,13185,ROYAL ORCHID HOTELS,EQ,NSE,NSE
ROLEXRINGS,ROLEXRINGS,1351425,5279,ROLEX RINGS,EQ,NSE,NSE
ROLLT,ROLLT,4890625,19104,ROLLATAINERS,EQ,NSE,NSE
ROLTA,ROLTA-BZ,1602049,6258,,EQ,NSE,NSE
ROML,ROML-BE,93697,366,RAJ OIL MILLS,EQ,NSE,NSE
ROSSARI,ROSSARI,4968961,19410,ROSSARI BIOTECH,EQ,NSE,NSE
ROSSELLIND,ROSSELLIND,7401729,28913,ROSSELL INDIA,EQ,NSE,NSE
ROUTE,ROUTE,32769,128,ROUTE MOBILE,EQ,NSE,NSE
RPGLIFE,RPGLIFE,4281601,16725,RPG LIFE SCIENCES,EQ,NSE,NSE
RPOWER,RPOWER,3906305,15259,RELIANCE POWER.,EQ,NSE,NSE
RPPINFRA,RPPINFRA,5314561,20760,R.P.P INFRA PROJECTS,EQ,NSE,NSE
RPSGVENT,RPSGVENT,2078465,8119,RPSG VENTURES,EQ,NSE,NSE
RSSOFTWARE,RSSOFTWARE,1645825,6429,R. S. SOFTWARE (INDIA) LI,EQ,NSE,NSE
RSWM,RSWM,715265,2794,RSWM,EQ,NSE,NSE
RSYSTEMS,RSYSTEMS,3433985,13414,R SYS INTERNATIONAL,EQ,NSE,NSE
RTNINDIA,RTNINDIA,6988033,27297,RATTANINDIA ENT,EQ,NSE,NSE
RTNPOWER,RTNPOWER,4485121,17520,RATTANINDIA POWER,EQ,NSE,NSE
RUBYMILLS,RUBYMILLS,752385,2939,THE RUBY MILLS,EQ,NSE,NSE
RUCHI,RUCHI,4359425,17029,RUCHI SOYA INDUSTRIES,EQ,NSE,NSE
RUCHINFRA,RUCHINFRA-BE,2156289,8423,RUCHI INFRASTRUCTURE,EQ,NSE,NSE
RUCHIRA,RUCHIRA,3538177,13821,RUCHIRA PAPERS,EQ,NSE,NSE
RUPA,RUPA,6585345,25724,RUPA & COMPANY,EQ,NSE,NSE
RUSHIL,RUSHIL,6296321,24595,RUSHIL DECOR,EQ,NSE,NSE
RVHL,RVHL,400641,1565,RAVINDER HEIGHTS,EQ,NSE,NSE
RVNL,RVNL,2445313,9552,RAIL VIKAS NIGAM,EQ,NSE,NSE
S&SPOWER,S&SPOWER,755457,2951,S&S POWER SWITCHGEARS,EQ,NSE,NSE
SABEVENTS,SABEVENTS,4735233,18497,SAB EVENTS & GOVERNANCE,EQ,NSE,NSE
SADBHAV,SADBHAV,3388417,13236,SADBHAV ENGINEERING,EQ,NSE,NSE
SADBHIN,SADBHIN,2718209,10618,SADBHAV INFRA PROJ.,EQ,NSE,NSE
SAFARI,SAFARI,3336961,13035,SAFARI IND (INDIA),EQ,NSE,NSE
SAGARDEEP,SAGARDEEP,2092801,8175,SAGARDEEP ALLOYS,EQ,NSE,NSE
SAGCEM,SAGCEM,3601409,14068,SAGAR CEMENTS,EQ,NSE,NSE
SAIL,SAIL,758529,2963,STEEL AUTHORITY OF INDIA,EQ,NSE,NSE
SAKAR,SAKAR,2441985,9539,SAKAR HEALTHCARE,EQ,NSE,NSE
SAKHTISUG,SAKHTISUG,760065,2969,SAKTHI SUGARS,EQ,NSE,NSE
SAKSOFT,SAKSOFT,3019265,11794,SAKSOFT,EQ,NSE,NSE
SAKUMA,SAKUMA,3392257,13251,SAKUMA EXPORTS,EQ,NSE,NSE
SALASAR,SALASAR,5468673,21362,SALASAR TECHNO ENGG..,EQ,NSE,NSE
SALONA,SALONA,4441857,17351,SALONA COTSPIN.,EQ,NSE,NSE
SALSTEEL,SALSTEEL,2978305,11634,S.A.L. STEEL.,EQ,NSE,NSE
SALZERELEC,SALZERELEC,2918145,11399,SALZER ELECTRONICS,EQ,NSE,NSE
SAMBHAAV,SAMBHAAV,1056513,4127,SAMBHAAV MEDIA,EQ,NSE,NSE
SANCO,SANCO,4876545,19049,SANCO INDUSTRIES,EQ,NSE,NSE
SANDESH,SANDESH,764929,2988,SANDESH,EQ,NSE,NSE
SANDHAR,SANDHAR,613633,2397,SANDHAR TECHNOLOGIES,EQ,NSE,NSE
SANGAMIND,SANGAMIND,1071105,4184,SANGAM (INDIA),EQ,NSE,NSE
SANGHIIND,SANGHIIND,767233,2997,SANGHI INDUSTRIES,EQ,NSE,NSE
SANGHVIMOV,SANGHVIMOV,3598849,14058,SANGHVI MOVERS,EQ,NSE,NSE
SANGINITA,SANGINITA-BE,2824449,11033,SANGINITA CHEMICALS,EQ,NSE,NSE
SANOFI,SANOFI,369153,1442,SANOFI INDIA,EQ,NSE,NSE
SANSERA,SANSERA,1472257,5751,SANSERA ENGINEERING,EQ,NSE,NSE
SANWARIA,SANWARIA-BZ,11777,46,,EQ,NSE,NSE
SARDAEN,SARDAEN,4546049,17758,SARDA ENERGY & MIN,EQ,NSE,NSE
SAREGAMA,SAREGAMA-BE,1874433,7322,SAREGAMA INDIA,EQ,NSE,NSE
SARLAPOLY,SARLAPOLY,3595009,14043,SARLA PERF. FIBERS,EQ,NSE,NSE
SASKEN,SASKEN,3067649,11983,SASKEN TECHNOLOGIES,EQ,NSE,NSE
SASTASUNDR,SASTASUNDR,5136129,20063,SASTASUNDAR VENTURES,EQ,NSE,NSE
SATIA,SATIA,2827521,11045,SATIA INDUSTRIES,EQ,NSE,NSE
SATIN,SATIN,2675969,10453,SATIN CREDIT NET,EQ,NSE,NSE
SBCL,SBCL,1191937,4656,SHIVALIK BIMETAL CON.,EQ,NSE,NSE
SBICARD,SBICARD,4600577,17971,SBI CARDS & PAY SER,EQ,NSE,NSE
SBILIFE,SBILIFE,5582849,21808,SBI LIFE INSURANCE CO,EQ,NSE,NSE
SBIN,SBIN,779521,3045,STATE BANK OF INDIA,EQ,NSE,NSE
SCAPDVR,SCAPDVR-BE,6913,27,STAMPEDE CAPITAL,EQ,NSE,NSE
SCHAEFFLER,SCHAEFFLER,258817,1011,SCHAEFFLER INDIA,EQ,NSE,NSE
SCHAND,SCHAND,5298689,20698,S CHAND AND COMPANY,EQ,NSE,NSE
SCHNEIDER,SCHNEIDER,7995905,31234,SCHNEIDER ELECTRIC INFRA,EQ,NSE,NSE
SCI,SCI,780289,3048,SHIPPING CORP OF INDIA LT,EQ,NSE,NSE
SDBL,SDBL,342529,1338,SOM DIST & BREW,EQ,NSE,NSE
SEAMECLTD,SEAMECLTD-BE,2145537,8381,SEAMEC,EQ,NSE,NSE
SECURKLOUD,SECURKLOUD,2830849,11058,SECUREKLOUD TECH,EQ,NSE,NSE
SELAN,SELAN,3481089,13598,SELAN EXPLO. TECH,EQ,NSE,NSE
SELMC,SELMC-BE,1606145,6274,SEL MANUFACTURING CO,EQ,NSE,NSE
SEPOWER,SEPOWER,6989569,27303,S.E. POWER,EQ,NSE,NSE
SEQUENT,SEQUENT,3659777,14296,SEQUENT SCIENTIFIC.,EQ,NSE,NSE
SERVOTECH,SERVOTECH,1409793,5507,SERVOTECH POWER SYS.,EQ,NSE,NSE
SESHAPAPER,SESHAPAPER,784897,3066,SESHASAYEE PAPER & BOARDS,EQ,NSE,NSE
SETCO,SETCO,4483585,17514,SETCO AUTOMOTIVE,EQ,NSE,NSE
SETUINFRA,SETUINFRA,6505985,25414,SETUBANDHAN INFRA,EQ,NSE,NSE
SEYAIND,SEYAIND,2771969,10828,SEYA INDUSTRIES,EQ,NSE,NSE
SFL,SFL,4911105,19184,SHEELA FOAM,EQ,NSE,NSE
SGIL,SGIL,1309185,5114,SYNERGY GREEN IND.,EQ,NSE,NSE
SGL,SGL,3421953,13367,STL GLOBAL,EQ,NSE,NSE
SHAHALLOYS,SHAHALLOYS-BE,3035905,11859,SHAH ALLOYS,EQ,NSE,NSE
SHAKTIPUMP,SHAKTIPUMP,6546945,25574,SHAKTI PUMPS (I),EQ,NSE,NSE
SHALBY,SHALBY,182785,714,SHALBY,EQ,NSE,NSE
SHALPAINTS,SHALPAINTS,3927553,15342,SHALIM PAINTS,EQ,NSE,NSE
SHANKARA,SHANKARA,5202177,20321,SHANKARA BLDG PRODUCT,EQ,NSE,NSE
SHANTI,SHANTI-BE,1447681,5655,SHANTI OVERSEAS INDIA,EQ,NSE,NSE
SHANTIGEAR,SHANTIGEAR,787969,3078,SHANTHI GEARS,EQ,NSE,NSE
SHARDACROP,SHARDACROP,1277953,4992,SHARDA CROPCHEM.,EQ,NSE,NSE
SHARDAMOTR,SHARDAMOTR,2695681,10530,SHARDA MOTOR INDS,EQ,NSE,NSE
SHAREINDIA,SHAREINDIA,26625,104,SHARE IND. SECURITIES,EQ,NSE,NSE
SHEMAROO,SHEMAROO-BE,1298433,5072,SHEMAROO ENTER..,EQ,NSE,NSE
SHIL,SHIL-BE,4081921,15945,SOMANY HOM INNOVATION,EQ,NSE,NSE
SHILPAMED,SHILPAMED,4544513,17752,SHILPA MEDICARE,EQ,NSE,NSE
SHIVAMAUTO,SHIVAMAUTO-BE,3521793,13757,SHIVAM AUTO.LTD,EQ,NSE,NSE
SHIVAMILLS,SHIVAMILLS,383233,1497,SHIVA MILLS,EQ,NSE,NSE
SHIVATEX,SHIVATEX,205825,804,SHIVA TEXYARN,EQ,NSE,NSE
SHK,SHK,2870273,11212,S H KELKAR AND CO..,EQ,NSE,NSE
SHOPERSTOP,SHOPERSTOP,3024129,11813,SHOPPERS STOP,EQ,NSE,NSE
SHRADHA,SHRADHA,181249,708,SHRADHA INFRAPROJECTS,EQ,NSE,NSE
SHREDIGCEM,SHREDIGCEM,793345,3099,SHREE DIGVIJAY CEM CO,EQ,NSE,NSE
SHREECEM,SHREECEM,794369,3103,SHREE CEMENT,EQ,NSE,NSE
SHREEPUSHK,SHREEPUSHK,2710529,10588,SHRE PUSH CHEM & FERT,EQ,NSE,NSE
SHREERAMA,SHREERAMA,1952513,7627,SHREE RAMA MULTI TECH,EQ,NSE,NSE
SHRENIK,SHRENIK,2854145,11149,SHRENIK,EQ,NSE,NSE
SHREYANIND,SHREYANIND,800257,3126,SHREYANS INDUSTRIES,EQ,NSE,NSE
SHREYAS,SHREYAS,801025,3129,SHREYAS SHIPPING & LOGIST,EQ,NSE,NSE
SHRIPISTON,SHRIPISTON-BE,4400641,17190,SHRIRAM PIST. & RING,EQ,NSE,NSE
SHRIRAMCIT,SHRIRAMCIT,3005185,11739,SHRIRAM CITYUNI FIN.LTD.,EQ,NSE,NSE
SHRIRAMEPC,SHRIRAMEPC,3918849,15308,SHRIRAM EPC.,EQ,NSE,NSE
SHYAMCENT,SHYAMCENT,2608129,10188,SHYAM CENTURY FERROUS,EQ,NSE,NSE
SHYAMMETL,SHYAMMETL,1201409,4693,SHYAM METALICS AND ENGY L,EQ,NSE,NSE
SHYAMTEL,SHYAMTEL,3517441,13740,SHYAM TELECOM,EQ,NSE,NSE
SICAL,SICAL-BE,1953025,7629,SICAL LOGISTICS,EQ,NSE,NSE
SIEMENS,SIEMENS,806401,3150,SIEMENS,EQ,NSE,NSE
SIGIND,SIGIND,1157633,4522,SIGNET INDUSTRIES,EQ,NSE,NSE
SIKKO,SIKKO,1591809,6218,SIKKO INDUSTRIES,EQ,NSE,NSE
SIL,SIL-BE,2892289,11298,STANDARD INDUSTRIES.,EQ,NSE,NSE
SILGO,SILGO,637953,2492,SILGO RETAIL,EQ,NSE,NSE
SILINV,SILINV,1050881,4105,SIL INVESTMENTS,EQ,NSE,NSE
SILLYMONKS,SILLYMONKS,4888833,19097,SILLY MONKS ENTERTAIN,EQ,NSE,NSE
SIMBHALS,SIMBHALS,3740673,14612,SIMBHAOLI SUGARS.,EQ,NSE,NSE
SIMPLEXINF,SIMPLEXINF,809473,3162,SIMPLEX INFRASTRUCTURES L,EQ,NSE,NSE
SINTERCOM,SINTERCOM,97537,381,SINTERCOM INDIA,EQ,NSE,NSE
SINTEX,SINTEX,1492737,5831,SINTEX INDUSTRIES,EQ,NSE,NSE
SIRCA,SIRCA,2828801,11050,SIRCA PAINT INDIA,EQ,NSE,NSE
SIS,SIS,5504257,21501,SIS,EQ,NSE,NSE
SITINET,SITINET-BE,3584257,14001,SITI NETWORKS,EQ,NSE,NSE
SIYSIL,SIYSIL,3608577,14096,SIYARAM SILK MILLS,EQ,NSE,NSE
SJVN,SJVN,4834049,18883,SJVN,EQ,NSE,NSE
SKFINDIA,SKFINDIA,815617,3186,SKF INDIA,EQ,NSE,NSE
SKIL,SKIL,1164801,4550,SKIL INFRASTRUCTURE.,EQ,NSE,NSE
SKIPPER,SKIPPER,2413569,9428,SKIPPER,EQ,NSE,NSE
SKMEGGPROD,SKMEGGPROD,1211393,4732,SKM EGG PROD EXPORT(I) LT,EQ,NSE,NSE
SMARTLINK,SMARTLINK,2531585,9889,SMARTLINK HOLDINGS,EQ,NSE,NSE
SMCGLOBAL,SMCGLOBAL,593921,2320,SMC GLOBAL SECURITIES,EQ,NSE,NSE
SMLISUZU,SMLISUZU,867073,3387,SML ISUZU,EQ,NSE,NSE
SMSLIFE,SMSLIFE,5517057,21551,SMS LIFESCIENCES (I),EQ,NSE,NSE
SMSPHARMA,SMSPHARMA,3668225,14329,SMS PHARMACEUTICALS.,EQ,NSE,NSE
SNOWMAN,SNOWMAN,1239809,4843,SNOWMAN LOGISTICS.,EQ,NSE,NSE
SOBHA,SOBHA,3539457,13826,SOBHA,EQ,NSE,NSE
SOLARA,SOLARA,940033,3672,SOLARA ACTIVE PHA SCI,EQ,NSE,NSE
SOLARINDS,SOLARINDS,3412993,13332,SOLAR INDUSTRIES (I),EQ,NSE,NSE
SOMANYCERA,SOMANYCERA,993281,3880,SOMANY CERAMICS,EQ,NSE,NSE
SOMATEX,SOMATEX,1075457,4201,SOMA TEXTILES & INDUST LT,EQ,NSE,NSE
SOMICONVEY,SOMICONVEY,4555265,17794,SOMI CONVEYOR BELT..,EQ,NSE,NSE
SONACOMS,SONACOMS,1199105,4684,SONA BLW PRECISION FRGS L,EQ,NSE,NSE
SONATSOFTW,SONATSOFTW,1688577,6596,SONATA SOFTWARE,EQ,NSE,NSE
SORILINFRA,SORILINFRA,3347457,13076,SORIL INFRA RESOURCES,EQ,NSE,NSE
SOTL,SOTL,773377,3021,SAVITA OIL TECHNOLO.,EQ,NSE,NSE
SOUTHBANK,SOUTHBANK,1522689,5948,THE SOUTH INDIAN BANK,EQ,NSE,NSE
SOUTHWEST,SOUTHWEST-BE,2477825,9679,SOUTH WEST PINNACLE,EQ,NSE,NSE
SPAL,SPAL,4672513,18252,S. P. APPARELS,EQ,NSE,NSE
SPANDANA,SPANDANA,2927361,11435,SPANDANA SPHOORTY FIN,EQ,NSE,NSE
SPARC,SPARC,3785729,14788,SUN PHARMA ADV.RES.CO.LTD,EQ,NSE,NSE
SPECIALITY,SPECIALITY,6939393,27107,SPECIALITY REST,EQ,NSE,NSE
SPENCERS,SPENCERS,2089729,8163,SPENCER'S RETAIL,EQ,NSE,NSE
SPENTEX,SPENTEX-BZ,5744385,22439,,EQ,NSE,NSE
SPIC,SPIC,832513,3252,SPIC,EQ,NSE,NSE
SPICEJET,SPICEJET,2930177,11446,SPICEJET,EQ,NSE,NSE
SPLIL,SPLIL,3055361,11935,SPL INDUSTRIES,EQ,NSE,NSE
SPMLINFRA,SPMLINFRA,850177,3321,SPML INFRA,EQ,NSE,NSE
SPTL,SPTL,5494273,21462,SINTEX PLASTICS TECH,EQ,NSE,NSE
SREEL,SREEL,8150273,31837,SREELEATHERS,EQ,NSE,NSE
SREINFRA,SREINFRA,836353,3267,SREI INFRASTRUCTURE FINAN,EQ,NSE,NSE
SRF,SRF,837889,3273,SRF,EQ,NSE,NSE
SRHHYPOLTD,SRHHYPOLTD,3732993,14582,SREE RAYALSEEMA HHP.,EQ,NSE,NSE
SRIPIPES,SRIPIPES,3821313,14927,SRIKALAHASTHI PIPES,EQ,NSE,NSE
SRPL,SRPL,35841,140,SHREE RAM PROTEINS.,EQ,NSE,NSE
SRTRANSFIN,SRTRANSFIN,1102337,4306,SHRIRAM TRANSPORT FIN CO.,EQ,NSE,NSE
SSWL,SSWL-BE,3028993,11832,STEEL STRIPS WHEELS.,EQ,NSE,NSE
STAR,STAR,1887745,7374,STRIDES PHARMA SCI,EQ,NSE,NSE
STARCEMENT,STARCEMENT,5399297,21091,STAR CEMENT,EQ,NSE,NSE
STARPAPER,STARPAPER,842497,3291,STAR PAPER MILLS,EQ,NSE,NSE
STCINDIA,STCINDIA,2802689,10948,THE STATE TRADING CORPN,EQ,NSE,NSE
STEELCITY,STEELCITY,2663937,10406,STEEL CITY SECURITIES,EQ,NSE,NSE
STEELXIND,STEELXIND,5462785,21339,STEEL EXCHANGE INDIA,EQ,NSE,NSE
STEL,STEL,5499905,21484,STEL HOLDINGS,EQ,NSE,NSE
STERTOOLS,STERTOOLS,1100545,4299,STERLING TOOLS,EQ,NSE,NSE
STLTECH,STLTECH,2383105,9309,STERLITE TECHNOLOGIES,EQ,NSE,NSE
STOVEKRAFT,STOVEKRAFT,539393,2107,STOVE KRAFT,EQ,NSE,NSE
STYLAMIND,STYLAMIND,1327617,5186,STYLAM INDUSTRIES,EQ,NSE,NSE
SUBCAPCITY,SUBCAPCITY-BE,2474497,9666,INTERNATIONAL CONST,EQ,NSE,NSE
SUBEXLTD,SUBEXLTD,247553,967,SUBEX,EQ,NSE,NSE
SUBROS,SUBROS,850945,3324,SUBROS,EQ,NSE,NSE
SUDARSCHEM,SUDARSCHEM,851713,3327,SUDARSHAN CHEMICAL INDS L,EQ,NSE,NSE
SUMEETINDS,SUMEETINDS,5322241,20790,SUMEET IND,EQ,NSE,NSE
SUMICHEM,SUMICHEM,4378881,17105,SUMITOMO CHEM INDIA,EQ,NSE,NSE
SUMIT,SUMIT,2851841,11140,SUMIT WOODS,EQ,NSE,NSE
SUMMITSEC,SUMMITSEC,5446401,21275,SUMMIT SECURITIES,EQ,NSE,NSE
SUNCLAYLTD,SUNCLAYLTD,7426049,29008,SUNDARAM CLAYTON,EQ,NSE,NSE
SUNDARAM,SUNDARAM,4846337,18931,SUNDARAM MULTI PAP,EQ,NSE,NSE
SUNDARMFIN,SUNDARMFIN,854785,3339,SUNDARAM FINANCE,EQ,NSE,NSE
SUNDARMHLD,SUNDARMHLD,558849,2183,SUNDARAM FINANCE HOLD,EQ,NSE,NSE
SUNDRMBRAK,SUNDRMBRAK,1069825,4179,SUNDARAM BRAK LININGS,EQ,NSE,NSE
SUNDRMFAST,SUNDRMFAST,856321,3345,SUNDRAM FASTENERS,EQ,NSE,NSE
SUNFLAG,SUNFLAG,857089,3348,SUNFLAG IRON AND STEEL CO,EQ,NSE,NSE
SUNPHARMA,SUNPHARMA,857857,3351,SUN PHARMACEUTICAL IND L,EQ,NSE,NSE
SUNTECK,SUNTECK,4516097,17641,SUNTECK REALTY,EQ,NSE,NSE
SUNTV,SUNTV,3431425,13404,SUN TV NETWORK,EQ,NSE,NSE
SUPERHOUSE,SUPERHOUSE,5277697,20616,SUPERHOUSE,EQ,NSE,NSE
SUPERSPIN,SUPERSPIN,859393,3357,SUPER SPINNING MILLS,EQ,NSE,NSE
SUPPETRO,SUPPETRO,860161,3360,SUPREME PETROCHEMICALS LT,EQ,NSE,NSE
SUPRAJIT,SUPRAJIT,2992385,11689,SUPRAJIT ENGINEERING,EQ,NSE,NSE
SUPREMEENG,SUPREMEENG,355585,1389,SUPREME ENGINEERING,EQ,NSE,NSE
SUPREMEIND,SUPREMEIND,860929,3363,SUPREME INDUSTRIES,EQ,NSE,NSE
SURANASOL,SURANASOL-BE,5396737,21081,SURANA SOLAR,EQ,NSE,NSE
SURANAT&P,SURANAT&P,2739201,10700,SURANA TELECOM AND POW LT,EQ,NSE,NSE
SURYALAXMI,SURYALAXMI,3034113,11852,SURYALAKSHMI COT MIL,EQ,NSE,NSE
SURYAROSNI,SURYAROSNI,864001,3375,SURYA ROSHNI,EQ,NSE,NSE
SURYODAY,SURYODAY,760321,2970,SURYODAY SMALL FIN BK,EQ,NSE,NSE
SUTLEJTEX,SUTLEJTEX,3533057,13801,SUTLEJ TEXT & INDUS,EQ,NSE,NSE
SUULD,SUULD,163329,638,SUUMAYA INDUSTRIES,EQ,NSE,NSE
